conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.99E+18,Wed Nov 19 08:39:35 +0000 2025,0,setiap naik gojek dengan asal/tujuan sama rutenya selalu beda. kenapa ya?,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991063794982977790,2168362585,
1.99E+18,Wed Nov 19 08:42:12 +0000 2025,0,‼️ ShopeeFood DISKON 100% Max 30rb * Semua resto pesanan terjadwal Klaim dan belinya disiniii https://t.co/8h7LPu3baB https://t.co/8h7LPu3baB t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/miptoMsCFt,1.99E+18,https://pbs.twimg.com/media/G6GukYTbgAAaB9L.jpg,,in,,0,0,0,https://x.com/undefined/status/1991064452335321430,4499272992,
1.99E+18,Wed Nov 19 08:42:12 +0000 2025,0,‼️ ShopeeFood DISKON 100% Max 30rb * Semua resto pesanan terjadwal Klaim dan belinya disiniii https://t.co/8h7LPu3baB https://t.co/8h7LPu3baB t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/miptoMsCFt,1.99E+18,https://pbs.twimg.com/media/G6GukYTbgAAaB9L.jpg,,in,,0,0,0,https://x.com/undefined/status/1991064452335321430,4499272992,
1.99E+18,Wed Nov 19 08:42:18 +0000 2025,0,Yuk nokos wa gojek grab shopee kopken tele qpon janji jiwa tomoro tiktok fore chagee instagram yahoo dll Start 1k - 7k Otp dulu baru bayar dm jangan lupa mention #zonauang,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991064478944022549,1.99E+18,
1.99E+18,Wed Nov 19 08:44:51 +0000 2025,0,@fansetiamu_ omg mau video nyaa grab vs gojek pasti mantepp ,1.99E+18,,fansetiamu_,in,,0,1,0,https://x.com/undefined/status/1991065119514910815,1.40E+18,
1.99E+18,Wed Nov 19 08:48:33 +0000 2025,0,apasi kamu kayak pake jaket gojek,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991066050545225780,1.11E+18,
1.99E+18,Wed Nov 19 08:51:05 +0000 2025,0,@alesykou Kan dari kasus gojek sama KAI sama host livestream kemaren ada pelajaran yang bisa dipetik; emang paling enak marah-marah ke orang yang kita anggep 'kastanya lebih rendah' ketimbang yang emang punya salah.,1.99E+18,,alesykou,in,,0,0,0,https://x.com/undefined/status/1991066689627119818,1.60E+18,
1.99E+18,Wed Nov 19 08:54:05 +0000 2025,0,Kaya temen gue pagi-pagi sarapan ginian siangnya dia order gofood banyak banget ,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991067444736041428,1.40E+18,
1.99E+18,Wed Nov 19 08:56:45 +0000 2025,1,Mie Gacoan Murah Bingung mau makan apa? Gacoan aja! ada PROMO di ShopeeFood Voucher diskon s.d 50% level 1 cuma Rp 1.000 ️‍ klaim vouchernya sekarang sebelum kehabisan https://t.co/QTI3FtlzuR WTS ShopeeFood weekday promtwit gofood grabfood weekend rabu hemat https://t.co/9Qhg0c11mH,1.99E+18,https://pbs.twimg.com/media/G6Gx5MQbIAAKSlo.jpg,,in,,0,0,1,https://x.com/undefined/status/1991068113740165269,1.87E+18,
1.99E+18,Wed Nov 19 08:57:22 +0000 2025,1,serius gasih goride gojek gabisa semua anjgggg trs gua kerja gmn tai udah telat sejam,1.99E+18,,,in,,0,2,0,https://x.com/undefined/status/1991068269155918179,1.52E+18,
1.99E+18,Wed Nov 19 09:12:44 +0000 2025,0,Ada yang masih butuh nokos? Ready kak nokos wa gojek grab shopee kopken tele qpon janji jiwa tomoro tiktok fore chagee instagram yahoo dll Start 1k - 7k Bisa otp dulu baru bayar ke wa ajaa #zonauang,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991072137075986574,1.99E+18,
1.99E+18,Wed Nov 19 09:12:58 +0000 2025,0,Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ‼️ Klaim voucher-nya di sini sebelum habis https://t.co/4uue6njq1F https://t.co/4uue6njq1F t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/xOklLdf0So,1.99E+18,https://pbs.twimg.com/media/G6G1nFwaYAAydhv.jpg,,in,,0,0,0,https://x.com/undefined/status/1991072195808989439,4832675513,
1.99E+18,Wed Nov 19 09:12:58 +0000 2025,0,Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ‼️ Klaim voucher-nya di sini sebelum habis https://t.co/4uue6njq1F https://t.co/4uue6njq1F t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/xOklLdf0So,1.99E+18,https://pbs.twimg.com/media/G6G1nFwaYAAydhv.jpg,,in,,0,0,0,https://x.com/undefined/status/1991072195808989439,4832675513,
1.99E+18,Wed Nov 19 09:16:51 +0000 2025,0,CHATIME TINGGAL 2 HARI AJA! Buruan ada Paket JOYFUL cuma 20RIBUAN aja guys! Cek juga Promo Hari Anak yg GRATIS pearl. Jarang2 banget Diskon 20 RIBU Klaim voucher! https://t.co/zP4tz0BVZx shopeefood richeese burger bangor shopeepay sfood mcd grab gacoan gofood payday https://t.co/bjTWxc9yIw,1.99E+18,https://pbs.twimg.com/media/G6G2fycaoAA2zHQ.jpg,,in,,0,0,0,https://x.com/undefined/status/1991073173983400072,1.74E+18,
1.99E+18,Wed Nov 19 09:17:23 +0000 2025,0,Shopeefood Diskon 70% s/d 19rb minbel 20K. Resto tertentu akun tertentu Cek dan klaim di resto ini https://t.co/R2mThLvcSR https://t.co/R2mThLvcSR Gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir gojek daget makan https://t.co/M9lqbaCNSb,1.99E+18,https://pbs.twimg.com/media/G6G2n1CWwAE-BUW.jpg,,in,,0,0,0,https://x.com/undefined/status/1991073308217917919,2935865906,
1.99E+18,Wed Nov 19 09:17:23 +0000 2025,0,Shopeefood Diskon 70% s/d 19rb minbel 20K. Resto tertentu akun tertentu Cek dan klaim di resto ini https://t.co/R2mThLvcSR https://t.co/R2mThLvcSR Gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir gojek daget makan https://t.co/M9lqbaCNSb,1.99E+18,https://pbs.twimg.com/media/G6G2n1CWwAE-BUW.jpg,,in,,0,0,0,https://x.com/undefined/status/1991073308217917919,2935865906,
1.99E+18,Wed Nov 19 09:18:12 +0000 2025,1,@vegavatima gua tinggal dikota kerja di desa yg kmn2 tuh jauh gofood aja baru ada skrg mau refreshing kmn2 jauh mau jajan susah yg enak2 mau olahraga gym jauh mau jogging di pinggir jalan rawan sukanya kalo plg kerja gak macet krn ngelewatin sawah2 dan pemandangan gunung tp jln ancur,1.99E+18,,vegavatima,in,,0,0,0,https://x.com/undefined/status/1991073514850337137,1.14E+18,
1.99E+18,Wed Nov 19 09:19:12 +0000 2025,1,guys kan skrg lg ujan ya dan gua td kn ngantuk bgt ya d gojek ampe merem gt trs bapaknya kira gua lg sakit dan suruh gua buat minum air anget pas balik kos,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991073765225082928,1.34E+18,
1.99E+18,Wed Nov 19 09:19:17 +0000 2025,0,WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless ‼️ Klaim voucher nya disini sebelum habis https://t.co/D3iHNzk5AI https://t.co/D3iHNzk5AI daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/WVHHqAAAsq,1.99E+18,https://pbs.twimg.com/media/G6G3DjPXUAAGJT2.jpg,,in,,0,0,0,https://x.com/undefined/status/1991073787207356824,4712459707,
1.99E+18,Wed Nov 19 09:19:17 +0000 2025,0,WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless ‼️ Klaim voucher nya disini sebelum habis https://t.co/D3iHNzk5AI https://t.co/D3iHNzk5AI daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/WVHHqAAAsq,1.99E+18,https://pbs.twimg.com/media/G6G3DjPXUAAGJT2.jpg,,in,,0,0,0,https://x.com/undefined/status/1991073787207356824,4712459707,
1.99E+18,Wed Nov 19 09:21:24 +0000 2025,0,Shopeefood Diskon 100% s/d 30rb. Untuk semua resto akun tertentu aja Cek dan klaim disini https://t.co/KxfBGaAE0h https://t.co/KxfBGaAE0h t. gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir thr shopeepay https://t.co/4N1hKWmTYS,1.99E+18,https://pbs.twimg.com/media/G6G3ivDWYAENDto.jpg,,in,,0,0,0,https://x.com/undefined/status/1991074320089481719,1.93E+18,
1.99E+18,Wed Nov 19 09:21:24 +0000 2025,0,Shopeefood Diskon 100% s/d 30rb. Untuk semua resto akun tertentu aja Cek dan klaim disini https://t.co/KxfBGaAE0h https://t.co/KxfBGaAE0h t. gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir thr shopeepay https://t.co/4N1hKWmTYS,1.99E+18,https://pbs.twimg.com/media/G6G3ivDWYAENDto.jpg,,in,,0,0,0,https://x.com/undefined/status/1991074320089481719,1.93E+18,
1.99E+18,Wed Nov 19 09:22:55 +0000 2025,0,Dlm seminggu udh 3x gofood gacoan,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991074699887915079,1.26E+18,
1.99E+18,Wed Nov 19 09:23:00 +0000 2025,0,Ada potongan Moon Chicken klaim voucher nya di halaman resto (siapa tau hoki) ️ https://t.co/gwckoCbPef Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/kCrHa2lPnE,1.99E+18,https://pbs.twimg.com/media/G6G355dboAAxZx4.jpg,,in,,0,0,0,https://x.com/undefined/status/1991074721442787744,4499272992,
1.99E+18,Wed Nov 19 09:23:00 +0000 2025,0,Ada potongan Moon Chicken klaim voucher nya di halaman resto (siapa tau hoki) ️ https://t.co/gwckoCbPef Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/kCrHa2lPnE,1.99E+18,https://pbs.twimg.com/media/G6G355dboAAxZx4.jpg,,in,,0,0,0,https://x.com/undefined/status/1991074721442787744,4499272992,
1.99E+18,Wed Nov 19 09:23:09 +0000 2025,0,‼️ Voucher diskon 100% max 40rb! Bisa semua resto Klaim di resto ini sebelum habis https://t.co/p9LzoEogsv https://t.co/p9LzoEogsv t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/01O71I4o3W,1.99E+18,https://pbs.twimg.com/media/G6G38IAWsAAdTHS.jpg,,in,,0,0,0,https://x.com/undefined/status/1991074757006049677,4847603582,
1.99E+18,Wed Nov 19 09:23:09 +0000 2025,0,‼️ Voucher diskon 100% max 40rb! Bisa semua resto Klaim di resto ini sebelum habis https://t.co/p9LzoEogsv https://t.co/p9LzoEogsv t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/01O71I4o3W,1.99E+18,https://pbs.twimg.com/media/G6G38IAWsAAdTHS.jpg,,in,,0,0,0,https://x.com/undefined/status/1991074757006049677,4847603582,
1.99E+18,Wed Nov 19 09:24:29 +0000 2025,0,Janji Jiwa Flash sale Diskon jadi 6K ajaa! Egg and Cheese + Minuman Klaim voucher nya di sini sebelum habis https://t.co/GmHOqfjVub https://t.co/GmHOqfjVub t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget dana kaget thr shopeepay https://t.co/srWoOheGWG,1.99E+18,https://pbs.twimg.com/media/G6G4Pn6XEAAvyI-.png,,in,,0,0,0,https://x.com/undefined/status/1991075094056120676,4504704138,
1.99E+18,Wed Nov 19 09:24:29 +0000 2025,0,Janji Jiwa Flash sale Diskon jadi 6K ajaa! Egg and Cheese + Minuman Klaim voucher nya di sini sebelum habis https://t.co/GmHOqfjVub https://t.co/GmHOqfjVub t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget dana kaget thr shopeepay https://t.co/srWoOheGWG,1.99E+18,https://pbs.twimg.com/media/G6G4Pn6XEAAvyI-.png,,in,,0,0,0,https://x.com/undefined/status/1991075094056120676,4504704138,
1.99E+18,Wed Nov 19 09:26:25 +0000 2025,0,gojek pls udah sejam gak bisa kebuka,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991075581941752186,1.94E+18,
1.99E+18,Wed Nov 19 09:29:07 +0000 2025,0,@M_MikaelaJKT48 Aku gofood in aaa️,1.99E+18,,M_MikaelaJKT48,in,,0,0,0,https://x.com/undefined/status/1991076260307443816,1.89E+18,
1.99E+18,Wed Nov 19 09:30:23 +0000 2025,0,Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! Cek dan klaim dari resto ini https://t.co/doSg7ARsJ8 t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/x09AhhrC6H,1.99E+18,https://pbs.twimg.com/media/G6G5mQAbUAAAd7e.jpg,,in,,0,0,0,https://x.com/undefined/status/1991076579527778465,1.94E+18,
1.99E+18,Wed Nov 19 09:30:23 +0000 2025,0,Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! Cek dan klaim dari resto ini https://t.co/doSg7ARsJ8 t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/x09AhhrC6H,1.99E+18,https://pbs.twimg.com/media/G6G5mQAbUAAAd7e.jpg,,in,,0,0,0,https://x.com/undefined/status/1991076579527778465,1.94E+18,
1.99E+18,Wed Nov 19 09:31:13 +0000 2025,0,pgn gofood enaknya gofood apa ya,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991076789590831176,8.30E+17,
1.99E+18,Wed Nov 19 09:31:22 +0000 2025,0,duh bekasi arah kranji ini memang dah tiap pagi ke stasiun naik gojek hampir tabrakan di sini krn ini fyi jg di jln raya bekasi bnyk bgt modelan gni bkin macet gila bgt klo pagi dan sore,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991076826429428018,1.51E+18,
1.99E+18,Wed Nov 19 09:31:39 +0000 2025,0,@Telkomsel Ga install app GoPay. Dari app Gojek di sebelah mana ya? Tp kok bisa tiba2 connect gini tanpa persetujuan user??,1.99E+18,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/1991076896306528475,143728050,
1.99E+18,Wed Nov 19 09:31:57 +0000 2025,0,Shopeefood Diskon 100% s/d 35rb minbel 20K. Semua resto akun tertentu ‼️‼️ Cek dan klaim di resto ini https://t.co/tboY5WpvPI https://t.co/tboY5WpvPI t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/HN2oVBjVEt,1.99E+18,https://pbs.twimg.com/media/G6G59N5asAAtchu.jpg,,in,,0,0,0,https://x.com/undefined/status/1991076973700112872,1.94E+18,
1.99E+18,Wed Nov 19 09:31:57 +0000 2025,0,Shopeefood Diskon 100% s/d 35rb minbel 20K. Semua resto akun tertentu ‼️‼️ Cek dan klaim di resto ini https://t.co/tboY5WpvPI https://t.co/tboY5WpvPI t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/HN2oVBjVEt,1.99E+18,https://pbs.twimg.com/media/G6G59N5asAAtchu.jpg,,in,,0,0,0,https://x.com/undefined/status/1991076973700112872,1.94E+18,
1.99E+18,Wed Nov 19 09:32:07 +0000 2025,0, Mampu mengoperasikan aplikasi android (WA Gojek Grab Shopee Partner dsb) Berpengalaman bekerja di bidang kuliner lebih diutamakan penempatan: sawojajar Kirimkan lamaran ke email: richies.choice88@gmail.com,1.99E+18,,loker_malang,in,,0,0,0,https://x.com/undefined/status/1991077014820753589,1.83E+18,
1.99E+18,Wed Nov 19 09:32:34 +0000 2025,0,kalo bisa tiduran diatas gojek gua akan tiduran sekarang,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991077129228779702,1.81E+18,
1.99E+18,Wed Nov 19 09:32:52 +0000 2025,4,@FWBaseSby tak gofood in ku kirim juga,1.99E+18,,FWBaseSby,in,,0,0,0,https://x.com/undefined/status/1991077204445266069,1.36E+18,
1.99E+18,Wed Nov 19 09:35:10 +0000 2025,0,‼️ ShopeeFood DISKON 100% Max 30rb * Semua resto pesanan terjadwal Klaim dan belinya disiniii https://t.co/8h7LPu3baB https://t.co/8h7LPu3baB t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/aayHxE5V3D,1.99E+18,https://pbs.twimg.com/media/G6G6sMxa4AAjpTm.jpg,,in,,0,0,0,https://x.com/undefined/status/1991077780658999306,4499272992,
1.99E+18,Wed Nov 19 09:35:10 +0000 2025,0,‼️ ShopeeFood DISKON 100% Max 30rb * Semua resto pesanan terjadwal Klaim dan belinya disiniii https://t.co/8h7LPu3baB https://t.co/8h7LPu3baB t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/aayHxE5V3D,1.99E+18,https://pbs.twimg.com/media/G6G6sMxa4AAjpTm.jpg,,in,,0,0,0,https://x.com/undefined/status/1991077780658999306,4499272992,
1.99E+18,Wed Nov 19 09:43:16 +0000 2025,0,@xyzyearner @lovinmahiru @aplemahiruu @tictactoeeu @xyzswaifu LAGI DI GOJEK PLS KOSYAK,1.99E+18,,xyzyearner,in,,0,1,0,https://x.com/undefined/status/1991079822060085456,3157065698,
1.99E+18,Wed Nov 19 09:45:57 +0000 2025,1,awowkwok udah kayak drama yuri cina kapan-kapan ayo mabar lagi ku siap jadi gojek kuda @raulxjs https://t.co/XNPrY0CCzw,1.99E+18,https://pbs.twimg.com/media/G6G9JxoagAAk3Cy.jpg,,in,,0,1,1,https://x.com/undefined/status/1991080496592257442,1.92E+18,
1.99E+18,Wed Nov 19 09:46:43 +0000 2025,0,@floppyams Lebih deket turun di pasming katanya wkwkw cuma kalo ribet aku naik gojek lgsg,1.99E+18,,floppyams,in,,0,1,0,https://x.com/undefined/status/1991080690645925994,1.97E+18,
1.99E+18,Wed Nov 19 09:49:12 +0000 2025,31,Yang jahat suaminya pernah ketemu pagi di per4-an mm ugm pas naik Gojek ga jauh dr dia itu ada laki-laki duduk di atas motor gitu.. kata bapak Gojeknya itu suaminya ,1.99E+18,,,in,,1,2,6,https://x.com/undefined/status/1991081313378414888,1.66E+18,
1.99E+18,Wed Nov 19 09:55:13 +0000 2025,0,maksudnya klo emg mau mnta cancel bilang jangan diem dieman doang buang buang waktu gt. pls do smth abt this gojek,1.99E+18,,itsurcia,in,,0,0,0,https://x.com/undefined/status/1991082827509535061,1.15E+18,
1.99E+18,Wed Nov 19 09:57:42 +0000 2025,0,wts voc voucher goride all dom (bisa qris) langsung WA aja yaa di bio. #zonauang #goride #voucher #gojek #diskon #hemat,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991083452532158527,1.58E+18,
1.99E+18,Wed Nov 19 09:58:14 +0000 2025,0,@secreto072969 @tanyakanrl Tidaakkk ka. Aku sama mbak kalo sama sama gabut kadang ngajak jajan keluar atau gofood wkwk kalo aku lagi libur kerja ya kita jalan berdua tanpa abangku,1.99E+18,,secreto072969,in,,0,0,0,https://x.com/undefined/status/1991083589514015170,1.36E+18,
1.99E+18,Wed Nov 19 10:01:00 +0000 2025,0,coy ini gojek pd kemana sik ahk,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991084283893551270,1.77E+18,
1.99E+18,Wed Nov 19 10:04:02 +0000 2025,0,aku gojek n bapak gojeknya ternyata ekstrovert banget beliau cerita ttg pengalaman kerjanya yang selalu dapet chance buat selingkuh . beliau cerita kenapa hubungan beliau sama istrinya bisa awet berpuluh tahun akhirnya bapaknya cerita tentang istrinya n beliau bangga bgt,1.99E+18,,,in,,0,1,0,https://x.com/undefined/status/1991085046124454354,1.75E+18,
1.99E+18,Wed Nov 19 10:09:42 +0000 2025,0,gamau lagi pls next gojek ajah,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991086474943488137,1.73E+18,
1.95E+18,Wed Nov 19 10:12:13 +0000 2025,0,@rasisa37839621 @CommuterLine Bisa kok kak belinya lewat gotransit aja kak via app gojek. Nanti bisa discan langsung di stasiunnya,1.99E+18,,rasisa37839621,in,,0,1,0,https://x.com/undefined/status/1991087106903413225,1.39E+18,
1.99E+18,Wed Nov 19 10:12:47 +0000 2025,0,Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ‼️ Klaim voucher-nya di sini sebelum habis https://t.co/4uue6niSc7 https://t.co/4uue6niSc7 t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/JLupxOqmXA,1.99E+18,https://pbs.twimg.com/media/G6HDTOAXIAAuA9E.jpg,,in,,0,0,0,https://x.com/undefined/status/1991087248599642512,4832675513,
1.99E+18,Wed Nov 19 10:12:47 +0000 2025,0,Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ‼️ Klaim voucher-nya di sini sebelum habis https://t.co/4uue6niSc7 https://t.co/4uue6niSc7 t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/JLupxOqmXA,1.99E+18,https://pbs.twimg.com/media/G6HDTOAXIAAuA9E.jpg,,in,,0,0,0,https://x.com/undefined/status/1991087248599642512,4832675513,
1.99E+18,Wed Nov 19 10:16:43 +0000 2025,0,managementnya mantap betul. pernah pesen lewat gofood dan yg dianter salah. pihak restonya inisiatif menghubungi duluan dan nganter pesanan yg bener ke kos. luv u marugame bxc ‍↕️ jadi dapet dua porsi hehe,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991088241202630856,1.84E+18,
1.99E+18,Wed Nov 19 10:16:46 +0000 2025,0,Shopeefood Diskon 70% s/d 19rb minbel 20K. Resto tertentu akun tertentu Cek dan klaim di resto ini https://t.co/R2mThLvcSR https://t.co/R2mThLvcSR Gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir gojek daget makan https://t.co/TPvU5o2k9i,1.99E+18,https://pbs.twimg.com/media/G6HENoIWMAArCp6.jpg,,in,,0,0,0,https://x.com/undefined/status/1991088251302523273,2935865906,
1.99E+18,Wed Nov 19 10:16:46 +0000 2025,0,Shopeefood Diskon 70% s/d 19rb minbel 20K. Resto tertentu akun tertentu Cek dan klaim di resto ini https://t.co/R2mThLvcSR https://t.co/R2mThLvcSR Gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir gojek daget makan https://t.co/TPvU5o2k9i,1.99E+18,https://pbs.twimg.com/media/G6HENoIWMAArCp6.jpg,,in,,0,0,0,https://x.com/undefined/status/1991088251302523273,2935865906,
1.99E+18,Wed Nov 19 10:18:49 +0000 2025,0,WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless ‼️ Klaim voucher nya disini sebelum habis https://t.co/D3iHNzkDqg https://t.co/D3iHNzkDqg daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/FK35INU523,1.99E+18,https://pbs.twimg.com/media/G6HErWibUAAfUdt.jpg,,in,,0,0,0,https://x.com/undefined/status/1991088766573003031,4712459707,
1.99E+18,Wed Nov 19 10:18:49 +0000 2025,0,WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless ‼️ Klaim voucher nya disini sebelum habis https://t.co/D3iHNzkDqg https://t.co/D3iHNzkDqg daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/FK35INU523,1.99E+18,https://pbs.twimg.com/media/G6HErWibUAAfUdt.jpg,,in,,0,0,0,https://x.com/undefined/status/1991088766573003031,4712459707,
1.99E+18,Wed Nov 19 10:21:04 +0000 2025,1,kata gua stop dengan naik gojek kemana mana itu gamau gua aja yang nganterin gitu?,1.99E+18,,,in,,0,3,0,https://x.com/undefined/status/1991089333906944338,1.18E+18,
1.99E+18,Wed Nov 19 10:21:26 +0000 2025,0,Shopeefood Diskon 100% s/d 30rb. Untuk semua resto akun tertentu aja Cek dan klaim disini https://t.co/KxfBGaAE0h https://t.co/KxfBGaAE0h t. gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir thr shopeepay https://t.co/G3bMtQ3MHm,1.99E+18,https://pbs.twimg.com/media/G6HFR4UWoAARn8m.jpg,,in,,0,0,0,https://x.com/undefined/status/1991089425200160879,1.93E+18,
1.99E+18,Wed Nov 19 10:21:26 +0000 2025,0,Shopeefood Diskon 100% s/d 30rb. Untuk semua resto akun tertentu aja Cek dan klaim disini https://t.co/KxfBGaAE0h https://t.co/KxfBGaAE0h t. gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir thr shopeepay https://t.co/G3bMtQ3MHm,1.99E+18,https://pbs.twimg.com/media/G6HFR4UWoAARn8m.jpg,,in,,0,0,0,https://x.com/undefined/status/1991089425200160879,1.93E+18,
1.99E+18,Wed Nov 19 10:21:57 +0000 2025,0,@Incognitoswan yaudah anterin gw dah gw naik gojek mulu nih. skrg aja lg di gojek,1.99E+18,,Incognitoswan,in,,0,1,0,https://x.com/undefined/status/1991089557756862927,1.01E+18,
1.99E+18,Wed Nov 19 10:22:51 +0000 2025,0,Ada potongan Moon Chicken klaim voucher nya di halaman resto (siapa tau hoki) ️ https://t.co/gwckoCbhoH Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/ctyHz2fxRh,1.99E+18,https://pbs.twimg.com/media/G6HFmh9WQAA7L2U.jpg,,in,,0,0,0,https://x.com/undefined/status/1991089781770518556,4499272992,
1.99E+18,Wed Nov 19 10:22:51 +0000 2025,0,Ada potongan Moon Chicken klaim voucher nya di halaman resto (siapa tau hoki) ️ https://t.co/gwckoCbhoH Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/ctyHz2fxRh,1.99E+18,https://pbs.twimg.com/media/G6HFmh9WQAA7L2U.jpg,,in,,0,0,0,https://x.com/undefined/status/1991089781770518556,4499272992,
1.99E+18,Wed Nov 19 10:22:56 +0000 2025,0,‼️ Voucher diskon 100% max 40rb! Bisa semua resto Klaim di resto ini sebelum habis https://t.co/p9LzoEoOi3 https://t.co/p9LzoEoOi3 t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/DXIasZ7oNh,1.99E+18,https://pbs.twimg.com/media/G6HFn_6acAArMax.jpg,,in,,0,0,0,https://x.com/undefined/status/1991089803232997547,4847603582,
1.99E+18,Wed Nov 19 10:22:56 +0000 2025,0,‼️ Voucher diskon 100% max 40rb! Bisa semua resto Klaim di resto ini sebelum habis https://t.co/p9LzoEoOi3 https://t.co/p9LzoEoOi3 t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/DXIasZ7oNh,1.99E+18,https://pbs.twimg.com/media/G6HFn_6acAArMax.jpg,,in,,0,0,0,https://x.com/undefined/status/1991089803232997547,4847603582,
1.99E+18,Wed Nov 19 10:23:09 +0000 2025,0,@Lsgstn gofood gaada apa yg deket,1.99E+18,,Lsgstn,in,,0,1,0,https://x.com/undefined/status/1991089857863839893,1162095662,
1.99E+18,Wed Nov 19 10:23:56 +0000 2025,0,Gaada gojek yg nerimaa gue anjiirrr,1.99E+18,,,in,,0,0,0,https://x.com/undefined/status/1991090057155895308,1.85E+18,
1.99E+18,Wed Nov 19 10:24:22 +0000 2025,0,Janji Jiwa Flash sale Diskon jadi 6K ajaa! Egg and Cheese + Minuman Klaim voucher nya di sini sebelum habis https://t.co/GmHOqfjVub https://t.co/GmHOqfjVub t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget dana kaget thr shopeepay https://t.co/owjkkXFLk7,1.99E+18,https://pbs.twimg.com/media/G6HF87rXkAELEzD.png,,in,,0,0,0,https://x.com/undefined/status/1991090165998034973,4504704138,
